,title,description,description_img,information
244,志斌豆瓣醬故事館,位於小崗山腳下的豆瓣醬故事館就在一號國道中山高進入崗山之眼的必經道路岡山區大莊路上，豆瓣醬是高雄「岡山三寶」，而志斌豆瓣醬則是網路風評岡山豆瓣醬的三大知名品牌之一。新成立的「志斌豆瓣醬故事館」是利用原高雄市岡山區農會倉庫閒置空間改造而成，除了一間展示館販賣有志斌出產的各式豆瓣醬外，志斌還與岡山在地小農合作販售各式自家農特產品。 偌大的園區最映入眼簾的是成群的「大醬缸」也有接受預約攪醬體驗，開放式的園區內有活動舞台室內空間可以辦理豆瓣醬佐料美食DIY品嚐會與各式親子的活動。 館內整體彩繪設計是與樹德科技大學應用設計系產學合作，連接在地文化元素，除了充滿故事性與逗趣，還可借位拍照，產生了許多意想不到的神奇效果。,[],"{'phone': '+886-7-6281191', 'address': '高雄市岡山區大莊路72號', 'googleMap': 'https://www.google.com/maps/place/22.80719,120.32175?hl=zh-tw', 'openingHours': '假日：09:00–17:00', 'ticketInformation': None}"
245,泮咖啡,,"[{'img_alt': '高雄蓮池潭泮咖啡側拍', 'img_src': 'https://khh.travel/Image/42726/?r=1673058893039'}]","{'phone': '07-5856868', 'address': '高雄市左營區蓮潭路176號', 'googleMap': 'https://www.google.com/maps/place/22.6843803,120.294784?hl=zh-tw', 'openingHours': '星期日：11:00 – 20:00星期一：11:00 – 20:00星期二：11:00 – 20:00星期三：11:00 – 20:00星期四：11:00 – 20:00星期五：11:00 – 20:00星期六：11:00 – 20:00', 'ticketInformation': None}"
246,永浴愛河,,[],"{'phone': '+886-7-2210960', 'address': '高雄市前金區河東路(國賓大飯店旁)', 'googleMap': 'https://www.google.com/maps/place/22.62426,120.29013?hl=zh-tw', 'openingHours': '12:00–24:00', 'ticketInformation': None}"
247,城市光廊J Cafe,,[],"{'phone': '+886-7-2721999', 'address': '高雄市前金區中華三路6號', 'googleMap': 'https://www.google.com/maps/place/22.62332,120.29916?hl=zh-tw', 'openingHours': '星期日：11:00 – 20:00星期一：休息星期二：11:00 – 20:00星期三：11:00 – 20:00星期四：11:00 – 20:00星期五：11:00 – 20:00星期六：11:00 – 20:00', 'ticketInformation': None}"
248,旗津沙灘吧Cijin Sunset Bar,位於旗津海水浴場旁，提供多國美食、特色飲品，坐在無敵海景第一排賞夕陽美景，慵懶的異國海灘風，讓人彷彿一秒飛到國外。,"[{'img_alt': '旗津沙灘吧日景', 'img_src': 'https://khh.travel/Image/37318/?r=1642644681988'}, {'img_alt': '用餐區域', 'img_src': 'https://khh.travel/Image/37322/?r=1642644801847'}, {'img_alt': '旗津沙灘吧悠閒氛圍', 'img_src': 'https://khh.travel/Image/37317/?r=1642644731226'}, {'img_alt': '旗津沙灘吧看夕陽', 'img_src': 'https://khh.travel/Image/37316/?r=1642644690545'}, {'img_alt': '旗津沙灘吧夜景', 'img_src': 'https://khh.travel/Image/37314/?r=1642645020210'}]","{'phone': '+886-7-5716120', 'address': '高雄市旗津區旗津三路1050號', 'googleMap': 'https://www.google.com/maps/place/22.61006,120.26751?hl=zh-tw', 'openingHours': '星期日：12:00 – 21:00星期一：12:00 – 21:00星期二：12:00 – 21:00星期三：12:00 – 21:00星期四：12:00 – 21:00星期五：12:00 – 00:00星期六：12:00 – 00:00', 'ticketInformation': None}"
249,東華皮影戲,,[],"{'phone': '+886-912-720821', 'address': '高雄市大社區三民路376巷3號', 'googleMap': 'https://www.google.com/maps/place/22.73118,120.34282?hl=zh-tw', 'openingHours': None, 'ticketInformation': None}"
250,觀音里酒沽井,,[],"{'phone': '+886-7-3513309', 'address': '高雄市大社區中華路17巷', 'googleMap': 'https://www.google.com/maps/place/22.72782,120.34886?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
251,舉人石與舉人轎,,[],"{'phone': '+886-7-3513309', 'address': '高雄市大社區中華路143巷', 'googleMap': 'https://www.google.com/maps/place/22.72745,120.35476?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
252,禾光牧場,,[],"{'phone': '+886-7-6961317', 'address': '高雄市路竹區永華路302之96號', 'googleMap': 'https://www.google.com/maps/place/22.89021,120.27578?hl=zh-tw', 'openingHours': '週一至週五公休週六至週日  上午9:30 - 下午6:00', 'ticketInformation': None}"
253,高雄路竹天后宮,,"[{'img_alt': '路竹天后宮香火鼎盛', 'img_src': 'https://khh.travel/Image/43389/?r=1675146774708'}]","{'phone': '+886-7-6966417', 'address': '高雄市路竹區聖母街60-1號', 'googleMap': 'https://www.google.com/maps/place/22.86622,120.25488?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
254,高雄科學園區-尋找公共藝術,,[],"{'phone': '+886-7-6075545', 'address': '高雄市路竹區路科五路23號', 'googleMap': 'https://www.google.com/maps/place/22.83081,120.25604?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
255,新威景觀大橋,,[],"{'phone': '+886-7-6892100', 'address': '高雄市六龜區新威大橋 (位在台28線45Km處，位於六龜大橋與大津橋間，連結了台28線及台27線。)', 'googleMap': 'https://www.google.com/maps/place/22.89148,120.63812?hl=zh-tw', 'openingHours': '星期日：24 小時營業星期一：24 小時營業星期二：24 小時營業星期三：24 小時營業星期四：24 小時營業星期五：24 小時營業星期六：24 小時營業', 'ticketInformation': None}"
256,桃源區原住民文化館,,[],"{'phone': '+886-7-6861277', 'address': '高雄市桃源區南進巷180號', 'googleMap': 'https://www.google.com/maps/place/23.15922,120.76627?hl=zh-tw', 'openingHours': '星期日：09:00 – 17:00星期一：休息星期二：09:00 – 17:00星期三：09:00 – 17:00星期四：09:00 – 17:00星期五：09:00 – 17:00星期六：09:00 – 17:00', 'ticketInformation': None}"
257,拉阿魯哇文化祭場,,[],"{'phone': '+886-7-6861132', 'address': '高雄市桃源區高中里美蘭社區', 'googleMap': 'https://www.google.com/maps/place/23.1336,120.72122?hl=zh-tw', 'openingHours': '星期日：24 小時營業星期一：24 小時營業星期二：24 小時營業星期三：24 小時營業星期四：24 小時營業星期五：24 小時營業星期六：24 小時營業', 'ticketInformation': None}"
258,藤枝櫻花原生茶園,,[],"{'phone': '+886-912-775165', 'address': '高雄市桃源區寶山里寶山巷250之5號', 'googleMap': 'https://www.google.com/maps/place/23.06733,120.75491?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
259,寶山二集團櫻花公園(38甲櫻花公園),海拔近1500公尺，占地約38甲，故稱「38甲」。因位處高地，天氣晴朗時可遠眺高雄市及台南市區， 也是高雄賞櫻首選地點。,[],"{'phone': '+886-7-6861132', 'address': '高雄市桃源區寶山里藤枝林道16.5K處', 'googleMap': 'https://www.google.com/maps/place/23.03777,120.70744?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
260,寶山假日市集,,[],"{'phone': '+886-7-6861132', 'address': '高雄市桃源區寶山里98號', 'googleMap': 'https://www.google.com/maps/place/23.05543,120.72151?hl=zh-tw', 'openingHours': '假日：10:00–17:00', 'ticketInformation': None}"
261,寶山茶園步道風光,,[],"{'phone': '+886-7-6861132', 'address': '高雄市桃源區寶山里台27往荖濃溪林道', 'googleMap': 'https://www.google.com/maps/place/23.00694,120.65838?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
262,索阿紀吊橋,,"[{'img_alt': '美蘭部落的生命線－索阿紀吊橋，橫跨峽谷之間，是連接族人生活的重要橋樑。', 'img_src': 'https://khh.travel/Image/55778/?r=1740534876877'}, {'img_alt': '採用熊鷹羽毛圖樣的橋柱設計，象徵沙阿魯哇族與自然和諧共生的精神。', 'img_src': 'https://khh.travel/Image/55781/?r=1740534878565'}, {'img_alt': '索阿紀吊橋不只是通往彼岸的橋樑，更是文化與歷史的延續。', 'img_src': 'https://khh.travel/Image/55779/?r=1740534891005'}, {'img_alt': '索阿紀吊橋跨距260公尺、可單向通行3.5噸小型貨車，是國內首座能夠通行汽車的懸索吊橋。', 'img_src': 'https://khh.travel/Image/55780/?r=1740534898776'}]","{'phone': '+886-7-6861132', 'address': '高雄市桃源區高中里近美蘭聯絡道路靠荖濃溪處', 'googleMap': 'https://www.google.com/maps/place/23.13138,120.72451?hl=zh-tw', 'openingHours': '星期日：24 小時營業星期一：24 小時營業星期二：24 小時營業星期三：24 小時營業星期四：24 小時營業星期五：24 小時營業星期六：24 小時營業', 'ticketInformation': None}"
263,瓦阿係吊橋,,[],"{'phone': '+886-7-6861132', 'address': '高雄市桃源區復興里台20號南橫公路四段旁', 'googleMap': 'https://www.google.com/maps/place/23.21677,120.80361?hl=zh-tw', 'openingHours': '星期日：24 小時營業星期一：24 小時營業星期二：24 小時營業星期三：24 小時營業星期四：24 小時營業星期五：24 小時營業星期六：24 小時營業', 'ticketInformation': None}"
264,馬舒霍爾文化聚落所,,[],"{'phone': '+886-7-6861132', 'address': '高雄市桃源區梅山巷35之8號', 'googleMap': 'https://www.google.com/maps/place/23.27343,120.82564?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
265,衛武迷迷村(苓雅國際壁畫區),2016年展開的「苓雅國際街頭藝術節」，讓老社區成功用顏色翻轉城市意象！多達135面的壁畫，是全台首座大型藝術壁畫社區。,"[{'img_alt': '衛武迷迷村代表作品', 'img_src': 'https://khh.travel/Image/37352/?r=1642647155272'}, {'img_alt': '用顏色翻轉城市意象的成功案例！', 'img_src': 'https://khh.travel/Image/37350/?r=1642647131150'}, {'img_alt': '處處充滿藝術氛圍', 'img_src': 'https://khh.travel/Image/37345/?r=1642647145010'}, {'img_alt': '全台首座大型藝術壁畫社區，十分有特色。', 'img_src': 'https://khh.travel/Image/37347/?r=1642647169860'}, {'img_alt': '社區道路因活動裝飾', 'img_src': 'https://khh.travel/Image/37351/?r=1642647187571'}]","{'phone': '07-7499588', 'address': '高雄市苓雅區衛武里行禮街與尚勇路(周邊)', 'googleMap': 'https://www.google.com/maps/place/22.62716,120.34393?hl=zh-tw', 'openingHours': '星期日：00:00 – 23:59星期一：00:00 – 23:59星期二：00:00 – 23:59星期三：00:00 – 23:59星期四：00:00 – 23:59星期五：00:00 – 23:59星期六：00:00 – 23:59', 'ticketInformation': None}"
266,南華商圈／南華觀光夜市,以服飾、皮件、生活用品、皮鞋為大宗的商場，價廉物美、又可享受議價樂趣，兼之鄰近捷運交通方便，逛完街後來個傳統美食白糖粿、透心涼愛玉冰。,[],"{'phone': '07-2386113', 'address': '高雄市新興區中正三路至民生一路段的南華路', 'googleMap': 'https://www.google.com/maps/place/22.63012,120.30282?hl=zh-tw', 'openingHours': '星期日：12:00 – 22:00星期一：12:00 – 22:00星期二：12:00 – 22:00星期三：12:00 – 22:00星期四：12:00 – 22:00星期五：12:00 – 22:00星期六：12:00 – 22:00', 'ticketInformation': None}"
267,新堀江商圈,一如臺北市的西門町，鎖定年輕客層，販賣各種流行服飾單品，提供流行最前線的休閒購物選擇，還有許多店家販賣夜市小吃供大小朋友一同享用。,"[{'img_alt': 'IMG_3918', 'img_src': 'https://khh.travel/Image/20507/?r=1590473398531'}]","{'phone': '07-2386113', 'address': '高雄市新興區五福二路與中山路口交會路口', 'googleMap': 'https://www.google.com/maps/place/22.62326,120.3019?hl=zh-tw', 'openingHours': '星期日：13:00 – 00:00星期一：13:00 – 00:00星期二：13:00 – 00:00星期三：13:00 – 00:00星期四：13:00 – 00:00星期五：13:00 – 00:00星期六：13:00 – 00:00', 'ticketInformation': None}"
268,大湖番茄會社,火紅奪目的鳳凰花，點燃廢棄番茄會社的觀光人潮。,[],"{'phone': '+886-7-6991221', 'address': '高雄市湖內區中山路一段360號', 'googleMap': 'https://www.google.com/maps/place/22.88951,120.24245?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
269,葫蘆雕刻藝術館,,[],"{'phone': '+886-7-6776753', 'address': '高雄市杉林區大愛里大愛路１號', 'googleMap': 'https://www.google.com/maps/place/22.96941,120.54161?hl=zh-tw', 'openingHours': '星期日：10:30 – 13:30、14:30 – 21:00星期一：10:00 – 17:30星期二：10:00 – 17:30星期三：10:00 – 17:30星期四：10:00 – 17:30星期五：10:00 – 17:30星期六：10:00 – 17:30', 'ticketInformation': None}"
270,杉林大橋,杉林大橋位於高129線的楠梓仙溪段，與台29線並列杉林與甲仙之間的兩大交通要道。杉林大橋於2013年底啟用，取代因莫拉克風災受損的舊橋，大大縮短了往返楠梓仙溪兩岸的交通時間。,"[{'img_alt': '杉林大橋正面空拍圖', 'img_src': 'https://khh.travel/Image/50414/?r=1708157059076'}]","{'phone': '+886-7-6771340', 'address': '高雄市杉林區高129鄉道47號', 'googleMap': 'https://www.google.com/maps/place/22.99076,120.55088?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
271,黃家伙房,位於杉林區月眉里，黃家江夏堂伙房已有百餘年歷史，其入口之牌樓即代表著客家先民早期開墾杉林，這也是客家地區保留最完整的牌樓。,"[{'img_alt': '門前的半月池，有調節溫度讓人心平氣和的功能', 'img_src': 'https://khh.travel/Image/50409/?r=1708156952986'}]","{'phone': '+886-7-6771340', 'address': '高雄市杉林區清水路合興巷', 'googleMap': 'https://www.google.com/maps/place/22.9604,120.53214?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
272,永安宮,坐東南向西北，廟地寬廣，建地三百多坪，為三川五門三進式，中殿主祀天上聖母娘娘，後殿殿內主祀觀音菩薩，二樓供奉釋道神佛。,[],"{'phone': '+886-7-6912637', 'address': '高雄市永安區永華里永安路49號', 'googleMap': 'https://www.google.com/maps/place/22.81819,120.22492?hl=zh-tw', 'openingHours': '04:30–21:00', 'ticketInformation': None}"
273,天文宮,,[],"{'phone': '+886-7-6912478', 'address': '高雄市永安區維新里保安路5巷4號', 'googleMap': 'https://www.google.com/maps/place/22.81291,120.24022?hl=zh-tw', 'openingHours': '星期日：06:00 – 21:00星期一：06:00 – 21:00星期二：06:00 – 21:00星期三：06:00 – 21:00星期四：06:00 – 21:00星期五：06:00 – 21:00星期六：06:00 – 21:00', 'ticketInformation': None}"
274,文興宮,供奉神祉：清水祖師，所在地維新里舊稱竹仔港，是永安開發較早的區域，早在清嘉慶十年（1805）由信徒集資興建庄廟。,[],"{'phone': '+886-7-6911373', 'address': '高雄市永安區維新里維新路光明9巷66號', 'googleMap': 'https://www.google.com/maps/place/22.8046,120.24641?hl=zh-tw', 'openingHours': '05:30–21:30', 'ticketInformation': None}"
275,鑽石沙灣海岸,,"[{'img_alt': '細緻柔軟的沙灘與蔚藍海水，成為戲水與欣賞海景的好去處。', 'img_src': 'https://khh.travel/Image/55737/?r=1740471126668'}, {'img_alt': '消波塊化身為可愛的海鳥造型裝置，為鑽石沙灣增添活潑趣味。', 'img_src': 'https://khh.travel/Image/55736/?r=1740471137786'}, {'img_alt': '海邊盪鞦韆與藝術座椅，讓遊客迎著海風享悠閒時光。', 'img_src': 'https://khh.travel/Image/55735/?r=1740471140050'}, {'img_alt': '裝置藝術與綠意點綴，營造獨特療癒氛圍。', 'img_src': 'https://khh.travel/Image/55738/?r=1740471151446'}]","{'phone': '+886-7-6912716', 'address': '高雄市永安區新港里石斑路', 'googleMap': 'https://www.google.com/maps/place/22.82133,120.20755?hl=zh-tw', 'openingHours': '星期日：24 小時營業星期一：24 小時營業星期二：24 小時營業星期三：24 小時營業星期四：24 小時營業星期五：24 小時營業星期六：24 小時營業', 'ticketInformation': None}"
276,永新灣,石斑魚故鄉標誌的大型石墻與矮磚牆，大型字樣OCEAN、漁夫造型等裝置藝術，休憩亭可以吹著徐徐的海風，輕鬆愜意的眺望海景。,[],"{'phone': '+886-7-6912716', 'address': '高雄市永安區新港里石斑路', 'googleMap': 'https://www.google.com/maps/place/22.81513,120.21001?hl=zh-tw', 'openingHours': '星期日：24 小時營業星期一：24 小時營業星期二：24 小時營業星期三：24 小時營業星期四：24 小時營業星期五：24 小時營業星期六：24 小時營業', 'ticketInformation': None}"
277,烏林投步道,,[],"{'phone': '+886-7-6913884', 'address': '高雄市永安區興達路興達巷67之5號 (前往烏林投社區先找到玄德宮，再往前約50公尺)', 'googleMap': 'https://www.google.com/maps/place/22.84051,120.20085?hl=zh-tw', 'openingHours': '星期日：24 小時營業星期一：24 小時營業星期二：24 小時營業星期三：24 小時營業星期四：24 小時營業星期五：24 小時營業星期六：24 小時營業', 'ticketInformation': None}"
278,維新彩繪村,維新里是永安區人口最多的里，里內住家圍牆或牆面上有許多動物3D彩繪，跟遊客情境互動，讓民眾彷如身歷其境。,[],"{'phone': '+886-7-6912716', 'address': '高雄市永安區維新里光明10巷', 'googleMap': 'https://www.google.com/maps/place/22.80601,120.24544?hl=zh-tw', 'openingHours': '星期日：24 小時營業星期一：24 小時營業星期二：24 小時營業星期三：24 小時營業星期四：24 小時營業星期五：24 小時營業星期六：24 小時營業', 'ticketInformation': None}"
279,永安濕地,原日治烏樹林鹽場，在環保人士的努力下，阻止火力發電廠的煤炭堆置計畫，成為生機蓬勃的紅樹林自然公園，擁有豐富的濕地生態。,"[{'img_alt': '高空俯瞰永安濕地及周圍魚塭，生態與漁業共生的景緻盡收眼底。', 'img_src': 'https://khh.travel/Image/55745/?r=1740472115325'}, {'img_alt': '永安濕地內的烏樹林製鹽株式會社，擁有百年歷史，融合巴洛克與和式建築風格，為台灣鹽業興衰的珍貴見證。', 'img_src': 'https://khh.travel/Image/55740/?r=1740472127557'}, {'img_alt': '與永安濕地歷史緊密相連的鹽田候車亭，保有在地文化意象，也為遊客提供休憩的空間。', 'img_src': 'https://khh.travel/Image/55747/?r=1740472163200'}, {'img_alt': '紅磚牆上綠意環繞，標示著「高雄市永安濕地」，迎接每位來訪者進入這片充滿生態與文化故事的寶地。', 'img_src': 'https://khh.travel/Image/55746/?r=1740472186416'}, {'img_alt': '永安濕地與遠方的興達電廠形成強烈對比，展現出產業發展與自然共存的深刻議題。', 'img_src': 'https://khh.travel/Image/55743/?r=1740472187689'}, {'img_alt': '小徑兩側水域是候鳥與水生生物的重要棲地。', 'img_src': 'https://khh.travel/Image/55739/?r=1740472205464'}, {'img_alt': '永安濕地設有賞鳥站，讓訪客能觀察多樣候鳥，體驗生態教育與自然之美。', 'img_src': 'https://khh.travel/Image/55742/?r=1740472208680'}, {'img_alt': '永安濕地生物多樣，是候鳥的重要度冬與覓食棲地。', 'img_src': 'https://khh.travel/Image/55741/?r=1740472212237'}, {'img_alt': '近距離捕捉白鷺鷥啣著魚獲的精彩畫面，展現濕地豐富的生態資源。', 'img_src': 'https://khh.travel/Image/55744/?r=1740472251484'}]","{'phone': '+886-7-6913037', 'address': '高雄市永安區鹽田里永達路81號', 'googleMap': 'https://www.google.com/maps/place/22.83586,120.21152?hl=zh-tw', 'openingHours': '星期日：08:00 – 16:30星期一：休息星期二：08:00 – 16:30星期三：08:00 – 16:30星期四：休息星期五：08:00 – 16:30星期六：08:00 – 16:30', 'ticketInformation': None}"
280,見城之道,,[],"{'phone': '+886-7-5888398', 'address': '高雄市左營區龜山巷157-2號', 'googleMap': 'https://www.google.com/maps/place/22.67694,120.29142?hl=zh-tw', 'openingHours': '星期日：10:00 – 18:00星期一：休息星期二：11:00 – 17:00星期三：11:00 – 17:00星期四：11:00 – 17:00星期五：11:00 – 17:00星期六：10:00 – 18:00', 'ticketInformation': None}"
281,中央公園,緊鄰商圈的大型公園，都會休憩好所在，城市光廊、文學館、捷運站，帶領高雄的設計與藝術飛揚。,"[{'img_alt': '中央公園jpg', 'img_src': 'https://khh.travel/Image/43428/?r=1675158811386'}, {'img_alt': '中央公園橋', 'img_src': 'https://khh.travel/Image/43433/?r=1675158842265'}]","{'phone': '+886-7-2386113', 'address': '高雄市新興區文橫一路5巷', 'googleMap': 'https://www.google.com/maps/place/22.6242,120.30185?hl=zh-tw', 'openingHours': '星期日：00:00 – 23:59星期一：00:00 – 23:59星期二：00:00 – 23:59星期三：00:00 – 23:59星期四：00:00 – 23:59星期五：00:00 – 23:59星期六：00:00 – 23:59', 'ticketInformation': None}"
282,再見捌捌陸-臺灣眷村文化園區,時光荏苒，歲月流逝，眷村特有的人文氛圍，是許多人懷念的故鄉味。,"[{'img_alt': '臺灣眷村文化園區6', 'img_src': 'https://khh.travel/Image/1876/?r=1590509132794'}]","{'phone': '+886-7-5812886', 'address': '高雄市左營區明德新村2、3、4、10、11號', 'googleMap': 'https://www.google.com/maps/place/22.69249,120.289?hl=zh-tw', 'openingHours': '星期日：10:00 – 18:00星期一：休息星期二：11:00 – 17:00星期三：11:00 – 17:00星期四：11:00 – 17:00星期五：11:00 – 17:00星期六：10:00 – 18:00', 'ticketInformation': None}"
283,芒果咖秋(暫停營業),把台灣水果結合咖啡，搭配聞香杯與品茗杯飲用，並以台式糕餅、傳統米食取代西式糕點，是間充滿台灣文化的咖啡店。,[],"{'phone': '+886-7-5886438', 'address': '高雄市左營區蓮潭路400號(高雄孔廟西廡)', 'googleMap': 'https://www.google.com/maps/place/22.68924,120.29904?hl=zh-tw', 'openingHours': '星期日：09:00 – 18:00星期一：休息星期二：09:00 – 17:00星期三：09:00 – 17:00星期四：09:00 – 17:00星期五：09:00 – 17:00星期六：09:00 – 18:00', 'ticketInformation': None}"
284,左營舊城車站,高雄鐵路地下化的起始站，把古城區進入都會區的「古垣新圳」為設計意象；導入風、光、水三元素，塑造車站為「會呼吸的城牆」。,[],"{'phone': '+886-7-5887825', 'address': '高雄市左營區翠華路1050號B1', 'googleMap': 'https://www.google.com/maps/place/22.67396,120.29357?hl=zh-tw', 'openingHours': '06:00–00:00', 'ticketInformation': None}"
285,內惟車站,「內惟」原名「內圍」，過去聚落以土石或竹籬為牆垣，謂之「圍」。但光復後改為「內惟」，因此造型設計以弧型密林為牆垣意象。,[],"{'phone': '+886-7-5886119', 'address': '高雄市鼓山區翠華路500號', 'googleMap': 'https://www.google.com/maps/place/22.66613,120.28719?hl=zh-tw', 'openingHours': '06:00–00:00', 'ticketInformation': None}"
286,美術館車站,台鐵地下化中新設之捷運化車站之一，以「藝風水美」的水波造型作為設計主題。水景植栽的地景，可讓人漫步休憩與自然共鳴。,[],"{'phone': '+886-7-5215147', 'address': '高雄市鼓山區翠華路 246 號', 'googleMap': 'https://www.google.com/maps/place/22.65153,120.28117?hl=zh-tw', 'openingHours': '06:00–00:00', 'ticketInformation': None}"
287,民族車站,以「微觀萬象」為探索主題，入口處上方艷麗的「繁花之境」大型彩繪，為忙於奔波的旅進入車站時躍然眼前，帶來視覺享受。,[],"{'phone': '+886-7-2231492', 'address': '高雄市三民區凱旋一路260號', 'googleMap': 'https://www.google.com/maps/place/22.63865,120.3144?hl=zh-tw', 'openingHours': '星期日：05:00 – 00:10星期一：05:00 – 00:10星期二：05:00 – 00:10星期三：05:00 – 00:10星期四：05:00 – 00:10星期五：05:00 – 00:10星期六：05:00 – 00:10', 'ticketInformation': None}"
288,科工館車站,造型與民族車站如雙胞胎般相似，但地下空間有著截然不同的營造主體，裝飾著 DNA的螺旋鏈，呼應著「科工館」的站名。,[],"{'phone': '+886-7-2234778', 'address': '高雄市三民區大順三路307號', 'googleMap': 'https://www.google.com/maps/place/22.63677,120.32708?hl=zh-tw', 'openingHours': '06:00–00:00', 'ticketInformation': None}"
289,正義車站,,[],"{'phone': '+886-7-7999818', 'address': '高雄市苓雅區正義路 308 號', 'googleMap': 'https://www.google.com/maps/place/22.63471,120.34266?hl=zh-tw', 'openingHours': '06:00–00:00', 'ticketInformation': None}"
290,鳳山車站,鳳山車站為高雄首座結合停車場的火車站，全新打造的「空中鳳城」以鳳山古城為設計靈感，未來將融合交通、商業與文化，成為南高雄新地標。,"[{'img_alt': '空中鳳城擁有大型的太陽能板設計，象徵著高雄在推動綠色能源與永續建設方面的努力。', 'img_src': 'https://khh.travel/Image/55890/?r=1740549468223'}, {'img_alt': '鳳山車站是高雄市內僅次於高雄車站與新左營車站的第三大站，為重要的交通與商業中心。', 'img_src': 'https://khh.travel/Image/55892/?r=1740549477642'}, {'img_alt': '車站周邊的公共空間與綠地步道，為鳳山帶來新的都市面貌。', 'img_src': 'https://khh.travel/Image/55891/?r=1740549487642'}, {'img_alt': '鳳山車站融合北門舊址、城牆砲台、鳳儀書院等歷史元素，重現昔日熱鬧繁榮的城門景象。', 'img_src': 'https://khh.travel/Image/55893/?r=1740549497247'}]","{'phone': '07-7460423', 'address': '高雄市鳳山區曹公路137號', 'googleMap': 'https://www.google.com/maps/place/22.6313987,120.356967?hl=zh-tw', 'openingHours': '04:47~24:34', 'ticketInformation': None}"
291,高雄車站,,"[{'img_alt': '高雄車站進出樓梯', 'img_src': 'https://khh.travel/Image/19953/?r=1590123952966'}, {'img_alt': '高雄車站大廳', 'img_src': 'https://khh.travel/Image/19952/?r=1590123960452'}]","{'phone': '07-2352376', 'address': '高雄市三民區港西里建國二路 318 號', 'googleMap': 'https://www.google.com/maps/place/22.63832,120.30311?hl=zh-tw', 'openingHours': '04:40~00:25', 'ticketInformation': None}"
292,鼓山車站,,[],"{'phone': '+886-7-5217014', 'address': '高雄市鼓山區鐵路街20巷6號', 'googleMap': 'https://www.google.com/maps/place/22.64137,120.27982?hl=zh-tw', 'openingHours': '06:00–00:00', 'ticketInformation': None}"
293,三塊厝舊站,,[],"{'phone': '+886-7-2856234', 'address': '高雄市三民區三德西街90巷8號', 'googleMap': 'https://www.google.com/maps/place/22.63872,120.29387?hl=zh-tw', 'openingHours': '星期日：10:00 – 18:00星期一：10:00 – 18:00星期二：10:00 – 18:00星期三：10:00 – 18:00星期四：10:00 – 18:00星期五：10:00 – 18:00星期六：10:00 – 18:00', 'ticketInformation': None}"
294,吉林夜市(吉林夜市美食街攤集場),吉林夜市有將近50年的歷史，位在高雄後火車站，緊鄰高雄醫學大學、三民公園、大連皮鞋街。以吉林街為主，延伸至周遭的十全路、熱河街、永吉街、瀋陽街等區域，被稱為「高醫商圈」。,[],"{'phone': '07-3228160', 'address': '高雄市三民區熱河一街與十全一路之間的吉林街', 'googleMap': 'https://www.google.com/maps/place/22.64463,120.30635?hl=zh-tw', 'openingHours': '15:00–01:00(各店家營業時間不同)', 'ticketInformation': None}"
295,永添藝術・金馬賓館當代美術館,身為具有時代故事的場域，經過改造的賓館保留著古典的力量，同時交融優雅與當代。,"[{'img_alt': '金馬賓館當代美術館餐廳', 'img_src': 'https://khh.travel/Image/45237/?r=1684832113653'}, {'img_alt': '金馬賓館當代美術館展覽', 'img_src': 'https://khh.travel/Image/45240/?r=1684832125630'}]","{'phone': '+886-7-9721685', 'address': '高雄市鼓山區鼓山一路111號', 'googleMap': 'https://www.google.com/maps/place/22.62767,120.27878?hl=zh-tw', 'openingHours': '星期日：10:00 – 18:00星期一：休息星期二：10:00 – 18:00星期三：10:00 – 18:00星期四：10:00 – 18:00星期五：10:00 – 18:00星期六：10:00 – 18:00', 'ticketInformation': None}"
296,哨船頭山碉堡(西子灣),,[],"{'phone': None, 'address': '高雄市鼓山區由安船街30巷小公園對面的登山小徑進入，循打狗英國領事館官邸景觀步道前進', 'googleMap': 'https://www.google.com/maps/place/22.62063,120.268?hl=zh-tw', 'openingHours': '全天候開放', 'ticketInformation': None}"
297,宏裕行花枝丸館,,[],"{'phone': '07-8111319 #1107', 'address': '高雄市前鎮區新生路240號', 'googleMap': 'https://www.google.com/maps/place/22.57749,120.31548?hl=zh-tw', 'openingHours': '星期日：09:00 – 18:00星期一：09:00 – 18:00星期二：09:00 – 18:00星期三：09:00 – 18:00星期四：09:00 – 18:00星期五：09:00 – 18:00星期六：09:00 – 18:00', 'ticketInformation': None}"
